name,birthdate,group,source,ohang_vector
하영,1993-08-03,Playback,kaggle,"[0.0909090909, 0.2272727273, 0.3636363636, 0.1818181818, 0.1363636364]"
하영,2000-08-22,TRCNG,kaggle,"[0.1363636364, 0.0, 0.1818181818, 0.2272727273, 0.4545454545]"
하윤,1994-08-29,솔로,kaggle,"[0.1363636364, 0.2272727273, 0.1818181818, 0.1818181818, 0.2727272727]"
하윤,2004-01-16,Hi-L,kaggle,"[0.3043478261, 0.2173913043, 0.3043478261, 0.0434782609, 0.1304347826]"
희찬,1999-07-31,DKB,kaggle,"[0.4090909091, 0.0454545455, 0.2727272727, 0.2272727273, 0.0454545455]"
희철,1983-07-10,Super Junior,kaggle,"[0.1428571429, 0.0476190476, 0.4285714286, 0.0, 0.380952381]"
희철,1989-12-09,ZE:A,kaggle,"[0.1904761905, 0.2380952381, 0.1428571429, 0.0476190476, 0.380952381]"
희도,1996-04-22,B.I.G,kaggle,"[0.0454545455, 0.0909090909, 0.4545454545, 0.0454545455, 0.3636363636]"
희진,1995-08-19,Good Day,kaggle,"[0.2272727273, 0.1818181818, 0.0909090909, 0.1363636364, 0.3636363636]"
희진,2000-10-19,LOONA,kaggle,"[0.0434782609, 0.1739130435, 0.3913043478, 0.347826087, 0.0434782609]"
희주,1996-11-30,Ho1iday,kaggle,"[0.0952380952, 0.1428571429, 0.2380952381, 0.1904761905, 0.3333333333]"
희준,1996-05-08,KNK,kaggle,"[0.1818181818, 0.3636363636, 0.0909090909, 0.0909090909, 0.2727272727]"
히오,1994-05-02,4TEN,kaggle,"[0.1363636364, 0.0454545455, 0.5454545455, 0.0454545455, 0.2272727273]"
희석,1997-06-10,Limitless,kaggle,"[0.0434782609, 0.3913043478, 0.3043478261, 0.0434782609, 0.2173913043]"
희승,2001-10-15,ENHYPEN,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.3636363636, 0.1363636364]"
희수,1998-03-24,Maka Maka,kaggle,"[0.4090909091, 0.2272727273, 0.1818181818, 0.1818181818, 0.0]"
희선,2005-01-25,Pink Fantasy,kaggle,"[0.0909090909, 0.0909090909, 0.3636363636, 0.3636363636, 0.0909090909]"
희유,1995-06-30,MIXX,kaggle,"[0.1818181818, 0.1818181818, 0.1818181818, 0.0, 0.4545454545]"
헤니,1994-12-01,솔로,kaggle,"[0.2380952381, 0.0476190476, 0.1428571429, 0.4285714286, 0.1428571429]"
헨리,1989-10-11,Super Junior-M,kaggle,"[0.3043478261, 0.1739130435, 0.3913043478, 0.0869565217, 0.0434782609]"
허찬,1995-12-14,솔로,kaggle,"[0.35, 0.0, 0.3, 0.0, 0.35]"
하이디,1996-12-21,Sonamoo,kaggle,"[0.0476190476, 0.0952380952, 0.1428571429, 0.0952380952, 0.619047619]"
하이탑,1994-03-19,Bigflo,kaggle,"[0.5, 0.1363636364, 0.2727272727, 0.0454545455, 0.0454545455]"
히카루,2004-03-12,Kep1er,kaggle,"[0.4090909091, 0.1363636364, 0.0909090909, 0.3181818182, 0.0454545455]"
힘찬,1990-04-19,B.A.P,kaggle,"[0.347826087, 0.2173913043, 0.2173913043, 0.1739130435, 0.0434782609]"
히나,2003-04-07,LIGHTSUM,kaggle,"[0.0869565217, 0.1739130435, 0.3913043478, 0.2173913043, 0.1304347826]"
히토미,2001-10-06,IZ*ONE,kaggle,"[0.1363636364, 0.2727272727, 0.0909090909, 0.3181818182, 0.1818181818]"
호현,2001-10-14,TRCNG,kaggle,"[0.0, 0.2173913043, 0.3913043478, 0.3913043478, 0.0]"
호준,1992-10-31,Topp Dogg,kaggle,"[0.0434782609, 0.0434782609, 0.3043478261, 0.4347826087, 0.1739130435]"
호정,1994-10-20,HOTSHOT,kaggle,"[0.3636363636, 0.0909090909, 0.4545454545, 0.0909090909, 0.0]"
홍빈,1993-09-29,VIXX,kaggle,"[0.0, 0.0, 0.1428571429, 0.5238095238, 0.3333333333]"
홍기,1990-03-02,FTISLAND,kaggle,"[0.2608695652, 0.4347826087, 0.2173913043, 0.0869565217, 0.0]"
홍일,1999-01-11,Astin,kaggle,"[0.2727272727, 0.0454545455, 0.2727272727, 0.0454545455, 0.3636363636]"
홍중,1998-11-07,ATEEZ,kaggle,"[0.1818181818, 0.2272727273, 0.3636363636, 0.0, 0.2272727273]"
홍섭,1998-01-08,24K,kaggle,"[0.3636363636, 0.0909090909, 0.2727272727, 0.0909090909, 0.1818181818]"
홍석,1994-04-17,PENTAGON,kaggle,"[0.1363636364, 0.0454545455, 0.3636363636, 0.2272727273, 0.2272727273]"
훈,1991-08-16,U-KISS,kaggle,"[0.0434782609, 0.3043478261, 0.3913043478, 0.2173913043, 0.0434782609]"
승훈,1992-01-11,WINNER,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.2608695652, 0.0434782609]"
호시,1996-06-15,Seventeen,kaggle,"[0.1363636364, 0.3181818182, 0.1818181818, 0.0, 0.3636363636]"
호야,1991-03-28,솔로,kaggle,"[0.2380952381, 0.2380952381, 0.1428571429, 0.380952381, 0.0]"
호영,1998-08-10,Verivery,kaggle,"[0.1304347826, 0.0434782609, 0.4782608696, 0.2608695652, 0.0869565217]"
휴닝카이,2002-08-14,TXT,kaggle,"[0.3043478261, 0.2173913043, 0.2173913043, 0.1304347826, 0.1304347826]"
양휘,1995-07-18,24K,kaggle,"[0.1818181818, 0.0909090909, 0.2727272727, 0.2272727273, 0.2272727273]"
후이,1993-08-28,PENTAGON,kaggle,"[0.0, 0.1363636364, 0.0909090909, 0.6363636364, 0.1363636364]"
희현,1995-06-16,DIA,kaggle,"[0.2727272727, 0.2272727273, 0.2727272727, 0.0, 0.2272727273]"
휘준,2003-10-07,MCND,kaggle,"[0.0454545455, 0.0454545455, 0.2727272727, 0.3181818182, 0.3181818182]"
휘연,2005-08-01,솔로,kaggle,"[0.1363636364, 0.3636363636, 0.1818181818, 0.2272727273, 0.0909090909]"
헌터,2005-10-05,xikers,kaggle,"[0.1904761905, 0.0476190476, 0.1428571429, 0.4285714286, 0.1904761905]"
활,2000-03-09,솔로,kaggle,"[0.3636363636, 0.2272727273, 0.2727272727, 0.0909090909, 0.0454545455]"
환희,1998-05-06,UP10TION,kaggle,"[0.1304347826, 0.2608695652, 0.3043478261, 0.0869565217, 0.2173913043]"
화니,1994-11-16,DUSTIN,kaggle,"[0.2272727273, 0.4090909091, 0.1818181818, 0.0454545455, 0.1363636364]"
환웅,1998-08-26,Oneus,kaggle,"[0.3043478261, 0.1739130435, 0.2173913043, 0.2608695652, 0.0434782609]"
종찬,1995-12-05,Spectrum,kaggle,"[0.1904761905, 0.2857142857, 0.0476190476, 0.1904761905, 0.2857142857]"
화랑,2001-04-23,TEMPEST,kaggle,"[0.0869565217, 0.3043478261, 0.3043478261, 0.1304347826, 0.1739130435]"
화사,1995-07-23,Mamamoo,kaggle,"[0.5714285714, 0.0476190476, 0.1428571429, 0.0, 0.2380952381]"
회승,1995-02-28,N.Flying,kaggle,"[0.4090909091, 0.0909090909, 0.1818181818, 0.1818181818, 0.1363636364]"
휘,1999-02-04,Ciipher,kaggle,"[0.380952381, 0.3333333333, 0.1428571429, 0.0, 0.1428571429]"
휘,2002-09-26,Newkidd,kaggle,"[0.0, 0.380952381, 0.1428571429, 0.380952381, 0.0952380952]"
휘,2004-11-11,TNX,kaggle,"[0.4090909091, 0.1818181818, 0.0909090909, 0.1363636364, 0.1818181818]"
휘찬,1996-04-18,Limitless,kaggle,"[0.2380952381, 0.0952380952, 0.1428571429, 0.1904761905, 0.3333333333]"
화서,2002-07-31,H1-KEY,kaggle,"[0.0454545455, 0.3181818182, 0.1818181818, 0.1818181818, 0.2727272727]"
휘영,1999-05-11,SF9,kaggle,"[0.2380952381, 0.1428571429, 0.2380952381, 0.0476190476, 0.3333333333]"
향숙,1991-04-24,2EYES,kaggle,"[0.2727272727, 0.0454545455, 0.2727272727, 0.0909090909, 0.3181818182]"
혜빈,1997-03-29,AREAL,kaggle,"[0.1818181818, 0.2727272727, 0.1818181818, 0.2272727273, 0.1363636364]"
혜빈,1999-11-10,Highteen,kaggle,"[0.4761904762, 0.2380952381, 0.1428571429, 0.0, 0.1428571429]"
혜빈,1996-01-12,MOMOLAND,kaggle,"[0.1363636364, 0.0, 0.4545454545, 0.1818181818, 0.2272727273]"
혜인,2008-04-21,NewJeans,kaggle,"[0.2380952381, 0.0952380952, 0.2380952381, 0.1904761905, 0.2380952381]"
혜정,1993-08-10,AoA,kaggle,"[0.0476190476, 0.0, 0.0476190476, 0.4285714286, 0.4761904762]"
혜지,1992-04-02,4TEN,kaggle,"[0.1818181818, 0.0, 0.2727272727, 0.2727272727, 0.2727272727]"
혜진,1996-11-21,4TEN,kaggle,"[0.0476190476, 0.1428571429, 0.2380952381, 0.0476190476, 0.5238095238]"
혜진,2000-07-13,CRAXY,kaggle,"[0.0869565217, 0.0434782609, 0.3043478261, 0.2173913043, 0.347826087]"
혜주,1999-01-12,Highteen,kaggle,"[0.4090909091, 0.0454545455, 0.2727272727, 0.0454545455, 0.2272727273]"
혜주,2003-12-09,CLASS:y,kaggle,"[0.1818181818, 0.2272727273, 0.2727272727, 0.0, 0.3181818182]"
혜미,1991-04-03,9Muses,kaggle,"[0.4285714286, 0.0476190476, 0.1428571429, 0.1904761905, 0.1904761905]"
혜미,1990-08-10,Fiestar,kaggle,"[0.1304347826, 0.3913043478, 0.2173913043, 0.2173913043, 0.0434782609]"
효은,1993-03-16,Stellar,kaggle,"[0.2857142857, 0.1904761905, 0.0476190476, 0.3333333333, 0.1428571429]"
형준,2002-11-30,CRAVITY,kaggle,"[0.1818181818, 0.2272727273, 0.0909090909, 0.0909090909, 0.4090909091]"
형석,2000-09-13,Astin,kaggle,"[0.3181818182, 0.0454545455, 0.2727272727, 0.3181818182, 0.0454545455]"
형신,2002-05-03,HOT ISSUE,kaggle,"[0.1739130435, 0.2173913043, 0.3043478261, 0.1739130435, 0.1304347826]"
혜란,1993-04-09,솔로,kaggle,"[0.0454545455, 0.0909090909, 0.1818181818, 0.5, 0.1818181818]"
혜리,1994-06-09,Girl's Day,kaggle,"[0.2173913043, 0.4347826087, 0.2173913043, 0.1304347826, 0.0]"
혜림,1992-09-01,Wonder Girls,kaggle,"[0.0434782609, 0.0, 0.3043478261, 0.4347826087, 0.2173913043]"
혜린,1993-06-13,2EYES,kaggle,"[0.1818181818, 0.1818181818, 0.2727272727, 0.2272727273, 0.1363636364]"
혜린,1993-08-23,EXID,kaggle,"[0.0, 0.1904761905, 0.0476190476, 0.4285714286, 0.3333333333]"
혜린,2007-04-12,tripleS,kaggle,"[0.1904761905, 0.2857142857, 0.1428571429, 0.0, 0.380952381]"
혜원,1999-07-05,IZ*ONE,kaggle,"[0.1818181818, 0.3636363636, 0.3636363636, 0.0909090909, 0.0]"
혜연,2000-08-05,솔로,kaggle,"[0.3043478261, 0.0869565217, 0.3913043478, 0.0869565217, 0.1304347826]"
혜연,1990-12-08,BESTie,kaggle,"[0.0454545455, 0.4090909091, 0.2727272727, 0.0909090909, 0.1818181818]"
효경,1999-11-15,ARIAZ,kaggle,"[0.380952381, 0.0476190476, 0.2380952381, 0.1904761905, 0.1428571429]"
효진,1994-04-22,ONF,kaggle,"[0.2608695652, 0.0869565217, 0.5652173913, 0.0434782609, 0.0434782609]"
효정,1994-07-28,Oh My Girl,kaggle,"[0.5, 0.0909090909, 0.2727272727, 0.1363636364, 0.0]"
효민,1989-05-30,T-ara,kaggle,"[0.1304347826, 0.3043478261, 0.3043478261, 0.2608695652, 0.0]"
효리,2000-06-02,mimiirose,kaggle,"[0.2272727273, 0.1363636364, 0.1818181818, 0.4090909091, 0.0454545455]"
효린,1990-12-11,SISTAR,kaggle,"[0.0, 0.2272727273, 0.2727272727, 0.3181818182, 0.1818181818]"
효선,1998-07-10,H.U.B,kaggle,"[0.1739130435, 0.2608695652, 0.5652173913, 0.0, 0.0]"
효성,1989-10-13,SECRET,kaggle,"[0.0869565217, 0.5217391304, 0.3043478261, 0.0869565217, 0.0]"
효연,1989-09-22,SNSD,kaggle,"[0.1904761905, 0.1428571429, 0.1428571429, 0.4285714286, 0.0952380952]"
혁,2000-03-15,OMEGA X,kaggle,"[0.2272727273, 0.0, 0.2727272727, 0.2272727273, 0.2727272727]"
혁,2000-04-17,TEMPEST,kaggle,"[0.2608695652, 0.1304347826, 0.3043478261, 0.2173913043, 0.0869565217]"
혁,1995-07-05,VIXX,kaggle,"[0.1428571429, 0.380952381, 0.0476190476, 0.1904761905, 0.2380952381]"
혁진,1993-12-20,100%,kaggle,"[0.35, 0.0, 0.0, 0.2, 0.45]"
성현,1997-08-25,7 O'clock,kaggle,"[0.0454545455, 0.0909090909, 0.4545454545, 0.1818181818, 0.2272727273]"
현아,1987-01-19,솔로,kaggle,"[0.1739130435, 0.1304347826, 0.4782608696, 0.1304347826, 0.0869565217]"
현아,1992-06-06,4minute,kaggle,"[0.0, 0.2608695652, 0.2173913043, 0.1739130435, 0.347826087]"
현빈,2000-02-26,Ciipher,kaggle,"[0.4782608696, 0.0869565217, 0.3043478261, 0.0869565217, 0.0434782609]"
현빈,1997-03-04,JBJ,kaggle,"[0.3043478261, 0.2608695652, 0.2173913043, 0.0869565217, 0.1304347826]"
현빈‬,2004-05-26,TRI.BE,kaggle,"[0.2608695652, 0.2608695652, 0.2173913043, 0.2173913043, 0.0434782609]"
형서,2001-06-25,CLASS:y,kaggle,"[0.1304347826, 0.347826087, 0.3913043478, 0.1304347826, 0.0]"
형석,2002-11-06,YOUNITE,kaggle,"[0.1304347826, 0.2608695652, 0.3913043478, 0.1304347826, 0.0869565217]"
형섭,1999-08-09,TEMPEST,kaggle,"[0.1818181818, 0.1363636364, 0.1818181818, 0.1818181818, 0.3181818182]"
형식,1991-11-16,ZE:A,kaggle,"[0.2272727273, 0.0909090909, 0.2727272727, 0.2727272727, 0.1363636364]"
형원,1994-01-15,MONSTA X,kaggle,"[0.0909090909, 0.0, 0.2727272727, 0.4545454545, 0.1818181818]"
현호,1998-11-04,D-CRUNCH,kaggle,"[0.5, 0.0909090909, 0.2727272727, 0.0454545455, 0.0909090909]"
현재,1997-09-13,The Boyz,kaggle,"[0.0, 0.2727272727, 0.4545454545, 0.2272727273, 0.0454545455]"
현지,1992-06-30,Hash Tag,kaggle,"[0.0, 0.4347826087, 0.2173913043, 0.1739130435, 0.1739130435]"
현진,2000-11-15,LOONA,kaggle,"[0.0909090909, 0.2727272727, 0.2727272727, 0.1363636364, 0.2272727273]"
현진,2000-03-20,Stray Kids,kaggle,"[0.2272727273, 0.1818181818, 0.3636363636, 0.1363636364, 0.0909090909]"
현주,1998-02-05,UNI.T,kaggle,"[0.3913043478, 0.1304347826, 0.3043478261, 0.0, 0.1739130435]"
현준,2003-06-06,ATBO,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.2173913043, 0.0869565217]"
현준,1999-12-21,IZ,kaggle,"[0.2380952381, 0.3333333333, 0.2380952381, 0.0, 0.1904761905]"
현경,1998-09-05,Romeo,kaggle,"[0.5, 0.0454545455, 0.1818181818, 0.2272727273, 0.0454545455]"
현민,1999-04-17,솔로,kaggle,"[0.2857142857, 0.0, 0.5238095238, 0.0, 0.1904761905]"
현우,1999-02-12,D-CRUNCH,kaggle,"[0.5454545455, 0.1818181818, 0.2727272727, 0.0, 0.0]"
현서,1999-06-17,솔로,kaggle,"[0.1904761905, 0.1904761905, 0.1428571429, 0.2857142857, 0.1904761905]"
현성,1993-06-09,Boyfriend,kaggle,"[0.0, 0.1904761905, 0.1428571429, 0.5714285714, 0.0952380952]"
현승,1989-09-03,솔로,kaggle,"[0.1304347826, 0.347826087, 0.2173913043, 0.1739130435, 0.1304347826]"
현승,2002-10-15,YOUNITE,kaggle,"[0.0434782609, 0.3913043478, 0.3043478261, 0.1304347826, 0.1304347826]"
현식,1992-03-07,BtoB,kaggle,"[0.1818181818, 0.1818181818, 0.0909090909, 0.1363636364, 0.4090909091]"
현수,1995-04-12,D1CE,kaggle,"[0.1904761905, 0.0, 0.1428571429, 0.2857142857, 0.380952381]"
현수,2003-09-16,TNX,kaggle,"[0.0909090909, 0.0454545455, 0.2727272727, 0.2727272727, 0.3181818182]"
현석,2001-09-08,CIX,kaggle,"[0.1818181818, 0.2727272727, 0.1818181818, 0.3636363636, 0.0]"
현석,1999-04-21,Treasure,kaggle,"[0.4285714286, 0.0, 0.3333333333, 0.0, 0.2380952381]"
현욱,1994-09-26,IN2IT,kaggle,"[0.4761904762, 0.0476190476, 0.1428571429, 0.2380952381, 0.0952380952]"
현오,1999-03-19,D-CRUNCH,kaggle,"[0.380952381, 0.2857142857, 0.1428571429, 0.1904761905, 0.0]"
현우,2001-01-21,TRCNG,kaggle,"[0.2173913043, 0.0, 0.3913043478, 0.2608695652, 0.1304347826]"
현우,2004-12-04,xikers,kaggle,"[0.2272727273, 0.3181818182, 0.0909090909, 0.1818181818, 0.1818181818]"
현욱,1998-07-01,D-CRUNCH,kaggle,"[0.1363636364, 0.2272727273, 0.4545454545, 0.1818181818, 0.0]"
현웅,1998-02-08,14U,kaggle,"[0.347826087, 0.3043478261, 0.3043478261, 0.0434782609, 0.0]"
현영,1991-08-11,Rainbow,kaggle,"[0.0434782609, 0.1304347826, 0.3043478261, 0.2608695652, 0.2608695652]"
아이,1996-12-02,솔로,kaggle,"[0.05, 0.1, 0.1, 0.2, 0.55]"
아이엘,1997-07-01,IRRIS,kaggle,"[0.2173913043, 0.347826087, 0.3043478261, 0.0434782609, 0.0869565217]"
아이엠,1996-01-26,MONSTA X,kaggle,"[0.1363636364, 0.0454545455, 0.3636363636, 0.0909090909, 0.3636363636]"
아이엔,2001-02-08,Stray Kids,kaggle,"[0.2608695652, 0.2173913043, 0.1304347826, 0.2173913043, 0.1739130435]"
이안,2002-03-22,XUM,kaggle,"[0.1818181818, 0.1818181818, 0.3636363636, 0.0454545455, 0.2272727273]"
아이다,2000-05-19,MAJORS,kaggle,"[0.0434782609, 0.3043478261, 0.3043478261, 0.2608695652, 0.0869565217]"
일훈,1994-10-04,BtoB,kaggle,"[0.1428571429, 0.0476190476, 0.1428571429, 0.2380952381, 0.4285714286]"
인호,1993-06-21,IN2IT,kaggle,"[0.0, 0.1904761905, 0.1428571429, 0.380952381, 0.2857142857]"
인표,1995-08-14,IN2IT,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.1818181818, 0.2272727273]"
인성,1994-07-01,KNK,kaggle,"[0.0909090909, 0.2272727273, 0.3636363636, 0.1363636364, 0.1818181818]"
인성,1993-07-12,SF9,kaggle,"[0.2272727273, 0.2272727273, 0.2727272727, 0.1818181818, 0.0909090909]"
인수,1988-03-10,MYNAME,kaggle,"[0.5238095238, 0.0, 0.2380952381, 0.0, 0.2380952381]"
인탁,2003-08-31,P1Harmony,kaggle,"[0.0454545455, 0.2272727273, 0.1818181818, 0.2272727273, 0.3181818182]"
이레,2002-04-30,Purple Kiss,kaggle,"[0.1739130435, 0.1739130435, 0.4782608696, 0.0, 0.1739130435]"
아이린,1991-03-29,Red Velvet,kaggle,"[0.2272727273, 0.0909090909, 0.4545454545, 0.2272727273, 0.0]"
아이사,2002-01-23,STAYC,kaggle,"[0.1818181818, 0.1363636364, 0.1818181818, 0.4545454545, 0.0454545455]"
아이젝,1994-12-12,IN2IT,kaggle,"[0.0909090909, 0.1363636364, 0.1818181818, 0.1818181818, 0.4090909091]"
이솔,1997-05-01,Lusty,kaggle,"[0.3181818182, 0.0909090909, 0.2727272727, 0.0454545455, 0.2727272727]"
아이유,1993-05-16,솔로,kaggle,"[0.0, 0.4285714286, 0.0476190476, 0.4285714286, 0.0952380952]"
아이반,2001-10-12,Kingdom,kaggle,"[0.0, 0.1739130435, 0.4782608696, 0.3043478261, 0.0434782609]"
제이,1998-02-12,ANS,kaggle,"[0.4782608696, 0.1304347826, 0.2173913043, 0.1739130435, 0.0]"
제이,2004-12-09,STAYC,kaggle,"[0.0909090909, 0.1363636364, 0.1818181818, 0.1818181818, 0.4090909091]"
제이민,1994-11-20,Tiny-G,kaggle,"[0.2272727273, 0.0909090909, 0.2727272727, 0.2727272727, 0.1363636364]"
제이셉,1992-06-21,KARD,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.1304347826, 0.1739130435]"
제유,2000-11-02,TOO,kaggle,"[0.2272727273, 0.1363636364, 0.2727272727, 0.1363636364, 0.2272727273]"
재키,2001-11-17,ICHILLIN',kaggle,"[0.2272727273, 0.1363636364, 0.1818181818, 0.2727272727, 0.1818181818]"
잭슨,1994-03-28,GOT7,kaggle,"[0.2727272727, 0.1363636364, 0.2727272727, 0.0909090909, 0.2272727273]"
제이콥,1997-05-30,The Boyz,kaggle,"[0.0869565217, 0.2173913043, 0.2173913043, 0.2173913043, 0.2608695652]"
제이콥,1996-09-07,VAV,kaggle,"[0.0476190476, 0.4285714286, 0.1428571429, 0.1904761905, 0.1904761905]"
제이,1992-09-15,DAY6,kaggle,"[0.1818181818, 0.1818181818, 0.1818181818, 0.3181818182, 0.1363636364]"
재빈,1997-02-13,VARSITY,kaggle,"[0.1304347826, 0.347826087, 0.3043478261, 0.0869565217, 0.1304347826]"
재찬,2001-12-06,Dongkiz,kaggle,"[0.2380952381, 0.1428571429, 0.1428571429, 0.1428571429, 0.3333333333]"
재한,1995-07-01,OMEGA X,kaggle,"[0.1363636364, 0.3181818182, 0.0909090909, 0.0454545455, 0.4090909091]"
재희,2004-03-18,Weeekly,kaggle,"[0.2727272727, 0.2727272727, 0.0909090909, 0.2727272727, 0.0909090909]"
재호,1992-09-17,HISTORY,kaggle,"[0.0, 0.1818181818, 0.1818181818, 0.4545454545, 0.1818181818]"
재환,1996-05-27,Wanna One,kaggle,"[0.1904761905, 0.2380952381, 0.0476190476, 0.0476190476, 0.4761904762]"
재효,1990-12-23,Block B,kaggle,"[0.0, 0.2272727273, 0.2727272727, 0.1363636364, 0.3636363636]"
재혁,2001-07-23,Treasure,kaggle,"[0.1818181818, 0.3636363636, 0.1818181818, 0.1363636364, 0.1363636364]"
재현,1999-01-04,Golden Child,kaggle,"[0.2727272727, 0.2272727273, 0.2727272727, 0.0, 0.2272727273]"
재현,1994-07-15,N.Flying,kaggle,"[0.2608695652, 0.1304347826, 0.3043478261, 0.1304347826, 0.1739130435]"
재현,1997-02-14,NCT,kaggle,"[0.1818181818, 0.3181818182, 0.1818181818, 0.0454545455, 0.2727272727]"
재진,1991-12-17,FTISLAND,kaggle,"[0.0476190476, 0.0476190476, 0.1428571429, 0.5714285714, 0.1904761905]"
재중,1986-01-26,JYJ,kaggle,"[0.0869565217, 0.1739130435, 0.3913043478, 0.2608695652, 0.0869565217]"
재경,1988-12-24,Rainbow,kaggle,"[0.1363636364, 0.0, 0.3636363636, 0.0454545455, 0.4545454545]"
재민,2000-08-13,NCT,kaggle,"[0.3181818182, 0.0, 0.1818181818, 0.2272727273, 0.2727272727]"
재민,1996-06-08,XEED,kaggle,"[0.0952380952, 0.4761904762, 0.0476190476, 0.0, 0.380952381]"
재석,1995-11-20,솔로,kaggle,"[0.6, 0.1, 0.0, 0.0, 0.3]"
재운,1999-09-28,ARGON,kaggle,"[0.2380952381, 0.0476190476, 0.2380952381, 0.1904761905, 0.2857142857]"
재윤,1994-08-09,SF9,kaggle,"[0.2727272727, 0.2272727273, 0.1818181818, 0.1818181818, 0.1363636364]"
재윤,2002-07-02,8TURN,kaggle,"[0.0434782609, 0.4782608696, 0.2173913043, 0.1739130435, 0.0869565217]"
이재윤,2000-08-16,TOO,kaggle,"[0.1304347826, 0.347826087, 0.2173913043, 0.2173913043, 0.0869565217]"
자한,2002-08-01,Kingdom,kaggle,"[0.0434782609, 0.3043478261, 0.3043478261, 0.2173913043, 0.1304347826]"
제이크,2002-11-15,ENHYPEN,kaggle,"[0.0952380952, 0.380952381, 0.0476190476, 0.0952380952, 0.380952381]"
박지민,1997-07-05,15&,kaggle,"[0.0, 0.347826087, 0.3913043478, 0.1739130435, 0.0869565217]"
제인,1997-12-20,MOMOLAND,kaggle,"[0.0, 0.2727272727, 0.1818181818, 0.1818181818, 0.3636363636]"
장준,1997-03-03,Golden Child,kaggle,"[0.347826087, 0.1304347826, 0.3043478261, 0.0434782609, 0.1739130435]"
제이,2002-04-20,ENHYPEN,kaggle,"[0.1304347826, 0.347826087, 0.3913043478, 0.0, 0.1304347826]"
제이,1994-02-07,iKON,kaggle,"[0.4090909091, 0.1818181818, 0.1818181818, 0.0454545455, 0.1818181818]"
제이비,1994-01-06,GOT7,kaggle,"[0.1363636364, 0.0, 0.2727272727, 0.2272727273, 0.3636363636]"
제아,1981-09-18,Brown Eyed Girls,kaggle,"[0.05, 0.1, 0.2, 0.5, 0.15]"
지원,1999-04-01,Cignature,kaggle,"[0.4285714286, 0.1428571429, 0.2380952381, 0.0, 0.1904761905]"
제프,2005-04-21,EPEX,kaggle,"[0.380952381, 0.0, 0.1428571429, 0.2857142857, 0.1904761905]"
제현,1999-04-20,OMEGA X,kaggle,"[0.3636363636, 0.0454545455, 0.3636363636, 0.0, 0.2272727273]"
재이,1989-09-05,Fiestar,kaggle,"[0.0434782609, 0.1304347826, 0.4782608696, 0.1739130435, 0.1739130435]"
젠,1997-03-27,UNVS,kaggle,"[0.2272727273, 0.0909090909, 0.4545454545, 0.0454545455, 0.1818181818]"
제니씨,1991-08-02,솔로,kaggle,"[0.3913043478, 0.0869565217, 0.3913043478, 0.0869565217, 0.0434782609]"
제나,2006-10-06,Queenz Eye,kaggle,"[0.0454545455, 0.2272727273, 0.4545454545, 0.2272727273, 0.0454545455]"
제니,1996-01-16,BLACKPINK,kaggle,"[0.1428571429, 0.0, 0.2380952381, 0.0476190476, 0.5714285714]"
제니,1996-09-04,솔로,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.1363636364, 0.2727272727]"
제노,2000-04-23,NCT,kaggle,"[0.1363636364, 0.0, 0.2727272727, 0.3636363636, 0.2272727273]"
전웅,1997-10-15,AB6IX,kaggle,"[0.1304347826, 0.1739130435, 0.3043478261, 0.347826087, 0.0434782609]"
정규,1997-11-05,7 O'clock,kaggle,"[0.0454545455, 0.1363636364, 0.2727272727, 0.3636363636, 0.1818181818]"
정한,1995-10-04,Seventeen,kaggle,"[0.2857142857, 0.0, 0.3333333333, 0.1904761905, 0.1904761905]"
정희,2000-03-11,Favorite,kaggle,"[0.2727272727, 0.0, 0.5454545455, 0.0909090909, 0.0909090909]"
정균,1987-11-27,솔로,kaggle,"[0.2857142857, 0.0952380952, 0.1428571429, 0.2857142857, 0.1904761905]"
정민,1994-02-01,Boyfriend,kaggle,"[0.0909090909, 0.1818181818, 0.3636363636, 0.2272727273, 0.1363636364]"
정승,2002-05-20,D-CRUNCH,kaggle,"[0.0909090909, 0.3181818182, 0.2727272727, 0.0454545455, 0.2727272727]"
정욱,1993-03-20,24K,kaggle,"[0.3, 0.0, 0.0, 0.4, 0.3]"
정우,2004-09-28,Treasure,kaggle,"[0.0909090909, 0.0454545455, 0.1818181818, 0.5454545455, 0.1363636364]"
정연,1996-11-01,Twice,kaggle,"[0.1363636364, 0.1818181818, 0.2727272727, 0.0454545455, 0.3636363636]"
전율,1994-03-20,Stellar,kaggle,"[0.4545454545, 0.2727272727, 0.1818181818, 0.0909090909, 0.0]"
제롬,2001-08-25,TOO,kaggle,"[0.0, 0.2173913043, 0.1304347826, 0.5652173913, 0.0869565217]"
제리,1992-08-27,Tahiti,kaggle,"[0.2272727273, 0.0, 0.1818181818, 0.2727272727, 0.3181818182]"
제시카,1989-04-18,솔로,kaggle,"[0.0434782609, 0.1304347826, 0.5652173913, 0.1739130435, 0.0869565217]"
제원,1998-11-28,NINE.i,kaggle,"[0.380952381, 0.0476190476, 0.3333333333, 0.0, 0.2380952381]"
